date,open,high,low,close,adjusted_close,volume,warning
2024-06-10,184.07,187.23,183.79,187.06,187.06,34494500,
2024-06-11,187.06,187.77,184.5373,187.23,187.23,27265109,
2024-06-12,188.015,188.35,185.43,186.89,186.89,33984219,
2024-06-13,186.09,187.67,182.666,183.83,183.83,39721551,
2024-06-14,183.08,183.72,182.23,183.66,183.66,25456410,
2024-06-17,182.52,185.0,181.22,184.06,184.06,35601910,
2024-06-18,183.735,184.29,181.43,182.81,182.81,36659160,
2024-06-20,182.91,186.51,182.72,186.1,186.1,44726781,
2024-06-21,187.8,189.275,185.86,189.08,189.08,72931750,
2024-06-24,189.33,191.0,185.33,185.57,185.57,50610379,
2024-06-25,186.81,188.84,185.42,186.34,186.34,45898480,
2024-06-26,186.92,194.8,186.26,193.61,193.61,65103887,
2024-06-27,195.005,199.84,194.2,197.85,197.85,74397484,
2024-06-28,197.73,198.85,192.5,193.25,193.25,76930195,
2024-07-01,193.49,198.2957,192.82,197.2,197.2,41192008,
2024-07-02,197.28,200.43,195.93,200.0,200.0,45600008,
2024-07-03,199.94,200.029,196.7601,197.59,197.59,31597930,
2024-07-05,198.65,200.55,198.17,200.0,200.0,39858887,
2024-07-08,200.04,201.2,197.96,199.29,199.29,34767262,
2024-07-09,199.4,200.57,199.045,199.34,199.34,32756740,
2024-07-10,199.995,200.11,197.69,199.79,199.79,32883750,
2024-07-11,200.09,200.2699,192.86,195.05,195.05,44565039,
2024-07-12,194.8,196.47,193.8301,194.49,194.49,30598529,
2024-07-15,194.56,196.19,190.83,192.72,192.72,40683230,
2024-07-16,195.59,196.62,192.24,193.02,193.02,33994711,
2024-07-17,191.35,191.58,185.99,187.93,187.93,48076141,
2024-07-18,189.59,189.68,181.448,183.75,183.75,51043633,
2024-07-19,181.14,184.93,180.11,183.13,183.13,43081832,
2024-07-22,185.0,185.06,182.48,182.55,182.55,39931922,
2024-07-23,184.1,189.39,183.56,186.41,186.41,47537672,
2024-07-24,183.2,185.45,180.41,180.83,180.83,41532359,
2024-07-25,182.91,183.8958,176.8,179.85,179.85,44464160,
2024-07-26,180.39,183.19,180.24,182.5,182.5,29505961,
2024-07-29,183.84,184.75,182.38,183.2,183.2,33270121,
2024-07-30,184.72,185.86,179.38,181.71,181.71,39508566,
2024-07-31,185.05,187.94,184.46,186.98,186.98,41667328,
2024-08-01,189.285,190.6,181.87,184.07,184.07,70435641,
2024-08-02,166.75,168.77,160.55,167.9,167.9,141448406,
2024-08-05,154.21,162.96,151.61,161.02,161.02,83149438,
2024-08-06,161.71,165.08,158.5404,161.93,161.93,59950832,
2024-08-07,166.55,167.58,161.43,162.77,162.77,48408238,
2024-08-08,165.165,166.6899,162.55,165.8,165.8,44616207,
2024-08-09,166.4,168.55,165.85,166.94,166.94,36401047,
2024-08-12,168.14,168.55,166.1101,166.8,166.8,30072789,
2024-08-13,167.81,171.04,167.1,170.23,170.23,39237922,
2024-08-14,172.11,172.28,168.86,170.1,170.1,28843801,
2024-08-15,174.86,177.91,173.99,177.59,177.59,51698512,
