date,open,high,low,close,adjusted_close,volume,warning
2024-06-10,424.7,428.08,423.89,427.87,424.6145,14003000,
2024-06-11,425.48,432.82,425.25,432.68,429.3879,14551100,
2024-06-12,435.32,443.4,433.25,441.06,437.7042,22366200,
2024-06-13,440.85,443.39,439.37,441.58,438.2202,15960600,
2024-06-14,438.28,443.14,436.72,442.57,439.2027,13582000,
2024-06-17,442.59,450.94,440.72,448.37,444.9585,20790000,
2024-06-18,449.71,450.14,444.89,446.34,442.944,17112500,
2024-06-20,446.3,446.53,441.27,445.7,442.3088,19877400,
2024-06-21,447.38,450.58,446.51,449.78,446.3578,34486200,
2024-06-24,449.8,452.75,446.41,447.67,444.2639,15913700,
2024-06-25,448.25,451.42,446.75,450.95,447.5189,16747500,
2024-06-26,449.0,453.6,448.19,452.16,448.7197,16507000,
2024-06-27,452.18,456.17,451.77,452.85,449.4044,14806300,
2024-06-28,453.07,455.38,446.41,446.95,443.5493,28362300,
2024-07-01,448.66,457.37,445.66,456.73,453.2549,17662800,
2024-07-02,453.2,459.59,453.11,459.28,455.7855,13979800,
2024-07-03,458.19,461.02,457.88,460.77,457.2642,9932800,
2024-07-05,459.61,468.35,458.97,467.56,464.0025,16000300,
2024-07-08,466.55,467.7,464.46,466.24,462.6926,12962300,
2024-07-09,467.0,467.33,458.0,459.54,456.0435,17207200,
2024-07-10,461.22,466.46,458.86,466.25,462.7025,18196100,
2024-07-11,462.98,464.78,451.55,454.7,451.2404,23111200,
2024-07-12,454.33,456.36,450.65,453.55,450.0991,16324300,
2024-07-15,453.3,457.26,451.43,453.96,450.506,14429400,
2024-07-16,454.22,454.3,446.66,449.52,446.0998,17175700,
2024-07-17,442.59,444.85,439.18,443.52,440.1454,21778000,
2024-07-18,444.34,444.65,434.4,440.37,437.0194,20794800,
2024-07-19,433.1,441.14,432.0,437.11,433.7842,20940400,
2024-07-22,441.79,444.6,438.91,442.94,439.5698,15808800,
2024-07-23,443.9,448.39,443.1,444.85,441.4653,13107100,
2024-07-24,440.45,441.48,427.59,428.9,425.6367,26805800,
2024-07-25,428.8,429.8,417.51,418.4,415.2166,29943800,
2024-07-26,418.2,428.92,417.27,425.27,422.0343,23583800,
